player_name,match_id,date,position,minutes_played,passes_attempted,passes_completed,pass_accuracy,xG,xA,touches,progressive_passes,home_team,away_team,league,season,is_home
Robertson_Che_4,Premier-League_2019-2020_1,2019-08-18,DF,64.0,21,22,95.0,0.022,0.037,53,3,Arsenal,Chelsea,Premier-League,2019-2020,0
Bellingham_Che_5,Premier-League_2019-2020_1,2019-08-18,MF,88.0,54,38,82.1,0.186,0.073,106,1,Arsenal,Chelsea,Premier-League,2019-2020,0
Kroos_Che_6,Premier-League_2019-2020_1,2019-08-18,MF,89.0,47,38,70.9,0.036,0.024,123,3,Arsenal,Chelsea,Premier-League,2019-2020,0
Modric_Che_7,Premier-League_2019-2020_1,2019-08-18,MF,83.0,23,30,81.2,0.241,0.025,73,8,Arsenal,Chelsea,Premier-League,2019-2020,0
Osimhen_Che_8,Premier-League_2019-2020_1,2019-08-18,FW,66.0,21,16,81.3,0.193,0.038,39,1,Arsenal,Chelsea,Premier-League,2019-2020,0
Rashford_Che_9,Premier-League_2019-2020_1,2019-08-18,FW,77.0,18,13,78.9,0.045,0.037,25,2,Arsenal,Chelsea,Premier-League,2019-2020,0
Son_Che_10,Premier-League_2019-2020_1,2019-08-18,FW,59.0,10,8,86.7,0.106,0.161,14,1,Arsenal,Chelsea,Premier-League,2019-2020,0
Griezmann_Che_12,Premier-League_2019-2020_1,2019-08-18,FW,30.0,6,4,87.5,0.239,0.043,9,1,Arsenal,Chelsea,Premier-League,2019-2020,0
Courtois_Ars_0,Premier-League_2019-2020_2,2019-08-21,GK,90.0,22,22,86.5,0.005,0.004,36,2,Arsenal,Liverpool,Premier-League,2019-2020,1
Gabriel_Ars_1,Premier-League_2019-2020_2,2019-08-21,DF,90.0,34,27,82.2,0.06,0.102,33,4,Arsenal,Liverpool,Premier-League,2019-2020,1
Ramos_Ars_2,Premier-League_2019-2020_2,2019-08-21,DF,80.0,44,38,76.9,0.028,0.001,89,6,Arsenal,Liverpool,Premier-League,2019-2020,1
Theo Hernandez_Ars_3,Premier-League_2019-2020_2,2019-08-21,DF,78.0,42,35,81.2,0.167,0.013,74,7,Arsenal,Liverpool,Premier-League,2019-2020,1
Ramos_Ars_4,Premier-League_2019-2020_2,2019-08-21,DF,50.0,13,11,95.0,0.02,0.005,21,1,Arsenal,Liverpool,Premier-League,2019-2020,1
Gavi_Ars_5,Premier-League_2019-2020_2,2019-08-21,MF,89.0,88,58,86.1,0.167,0.093,133,4,Arsenal,Liverpool,Premier-League,2019-2020,1
De Bruyne_Ars_6,Premier-League_2019-2020_2,2019-08-21,MF,61.0,36,24,75.6,0.683,0.2,60,7,Arsenal,Liverpool,Premier-League,2019-2020,1
Camavinga_Ars_7,Premier-League_2019-2020_2,2019-08-21,MF,64.0,34,27,89.9,0.56,0.098,52,6,Arsenal,Liverpool,Premier-League,2019-2020,1
Mbappe_Ars_8,Premier-League_2019-2020_2,2019-08-21,FW,84.0,28,26,80.4,0.118,0.768,72,2,Arsenal,Liverpool,Premier-League,2019-2020,1
Kane_Ars_9,Premier-League_2019-2020_2,2019-08-21,FW,78.0,17,17,78.8,0.169,0.122,45,2,Arsenal,Liverpool,Premier-League,2019-2020,1
Kane_Ars_10,Premier-League_2019-2020_2,2019-08-21,FW,90.0,47,29,72.3,0.241,0.157,93,5,Arsenal,Liverpool,Premier-League,2019-2020,1
De Bruyne_Ars_11,Premier-League_2019-2020_2,2019-08-21,MF,32.0,19,17,85.2,0.121,0.081,37,2,Arsenal,Liverpool,Premier-League,2019-2020,1
Rashford_Ars_12,Premier-League_2019-2020_2,2019-08-21,FW,15.0,5,3,78.1,0.002,0.056,9,0,Arsenal,Liverpool,Premier-League,2019-2020,1
Van Dijk_Ars_13,Premier-League_2019-2020_2,2019-08-21,DF,16.0,5,4,83.2,0.043,0.053,8,0,Arsenal,Liverpool,Premier-League,2019-2020,1
Donnarumma_Liv_0,Premier-League_2019-2020_2,2019-08-21,GK,90.0,20,20,77.2,0.08,0.01,62,4,Arsenal,Liverpool,Premier-League,2019-2020,0
Marquinhos_Liv_1,Premier-League_2019-2020_2,2019-08-21,DF,50.0,10,8,86.0,0.048,0.025,16,1,Arsenal,Liverpool,Premier-League,2019-2020,0
Hakimi_Liv_2,Premier-League_2019-2020_2,2019-08-21,DF,81.0,46,44,83.1,0.059,0.01,100,4,Arsenal,Liverpool,Premier-League,2019-2020,0
Ramos_Liv_3,Premier-League_2019-2020_2,2019-08-21,DF,75.0,34,17,61.1,0.056,0.003,63,2,Arsenal,Liverpool,Premier-League,2019-2020,0
Dias_Liv_4,Premier-League_2019-2020_2,2019-08-21,DF,81.0,28,24,79.8,0.038,0.017,57,6,Arsenal,Liverpool,Premier-League,2019-2020,0
Bellingham_Liv_5,Premier-League_2019-2020_2,2019-08-21,MF,90.0,50,31,77.6,0.246,0.059,84,7,Arsenal,Liverpool,Premier-League,2019-2020,0
Bellingham_Liv_6,Premier-League_2019-2020_2,2019-08-21,MF,85.0,24,19,86.3,0.036,0.024,38,3,Arsenal,Liverpool,Premier-League,2019-2020,0
De Bruyne_Liv_7,Premier-League_2019-2020_2,2019-08-21,MF,85.0,44,42,85.8,0.244,0.122,88,12,Arsenal,Liverpool,Premier-League,2019-2020,0
Mbappe_Liv_8,Premier-League_2019-2020_2,2019-08-21,FW,53.0,17,16,87.5,0.021,0.042,35,2,Arsenal,Liverpool,Premier-League,2019-2020,0
Haaland_Liv_9,Premier-League_2019-2020_2,2019-08-21,FW,80.0,25,19,83.3,0.391,0.23,37,2,Arsenal,Liverpool,Premier-League,2019-2020,0
Salah_Liv_10,Premier-League_2019-2020_2,2019-08-21,FW,76.0,22,23,93.2,0.008,0.371,37,3,Arsenal,Liverpool,Premier-League,2019-2020,0
Bellingham_Liv_11,Premier-League_2019-2020_2,2019-08-21,MF,43.0,28,19,68.0,0.094,0.103,50,2,Arsenal,Liverpool,Premier-League,2019-2020,0
Lewandowski_Liv_12,Premier-League_2019-2020_2,2019-08-21,FW,16.0,6,3,66.8,0.207,0.125,9,0,Arsenal,Liverpool,Premier-League,2019-2020,0
Walker_Liv_13,Premier-League_2019-2020_2,2019-08-21,DF,23.0,9,8,83.0,0.009,0.003,21,0,Arsenal,Liverpool,Premier-League,2019-2020,0
Courtois_Ars_0,Premier-League_2019-2020_3,2019-08-24,GK,46.0,6,6,77.1,0.055,0.003,16,1,Arsenal,Manchester City,Premier-League,2019-2020,1
White_Ars_1,Premier-League_2019-2020_3,2019-08-24,DF,73.0,58,41,82.2,0.075,0.077,99,14,Arsenal,Manchester City,Premier-League,2019-2020,1
White_Ars_2,Premier-League_2019-2020_3,2019-08-24,DF,78.0,50,43,95.0,0.054,0.021,85,5,Arsenal,Manchester City,Premier-League,2019-2020,1
Hakimi_Ars_3,Premier-League_2019-2020_3,2019-08-24,DF,62.0,24,23,84.7,0.015,0.003,46,6,Arsenal,Manchester City,Premier-League,2019-2020,1
Saliba_Ars_4,Premier-League_2019-2020_3,2019-08-24,DF,72.0,37,25,78.3,0.003,0.0,53,2,Arsenal,Manchester City,Premier-League,2019-2020,1
Pedri_Ars_5,Premier-League_2019-2020_3,2019-08-24,MF,90.0,19,16,73.6,0.165,0.473,28,3,Arsenal,Manchester City,Premier-League,2019-2020,1
Bruno Fernandes_Ars_6,Premier-League_2019-2020_3,2019-08-24,MF,68.0,44,33,74.2,0.158,0.06,64,8,Arsenal,Manchester City,Premier-League,2019-2020,1
Pedri_Ars_7,Premier-League_2019-2020_3,2019-08-24,MF,90.0,32,31,81.1,0.249,0.148,58,3,Arsenal,Manchester City,Premier-League,2019-2020,1
Salah_Ars_8,Premier-League_2019-2020_3,2019-08-24,FW,80.0,22,20,73.9,0.01,0.618,55,1,Arsenal,Manchester City,Premier-League,2019-2020,1
Kane_Ars_9,Premier-League_2019-2020_3,2019-08-24,FW,59.0,18,17,77.6,0.074,0.18,50,4,Arsenal,Manchester City,Premier-League,2019-2020,1
Lewandowski_Ars_10,Premier-League_2019-2020_3,2019-08-24,FW,90.0,27,19,73.9,0.119,0.345,31,5,Arsenal,Manchester City,Premier-League,2019-2020,1
Modric_Ars_11,Premier-League_2019-2020_3,2019-08-24,MF,21.0,5,4,80.6,0.229,0.1,10,0,Arsenal,Manchester City,Premier-League,2019-2020,1
Davies_Ars_13,Premier-League_2019-2020_3,2019-08-24,DF,17.0,11,9,84.3,0.035,0.011,20,1,Arsenal,Manchester City,Premier-League,2019-2020,1
Alisson_Man_0,Premier-League_2019-2020_3,2019-08-24,GK,69.0,13,11,82.6,0.013,0.045,27,1,Arsenal,Manchester City,Premier-League,2019-2020,0
Gabriel_Man_1,Premier-League_2019-2020_3,2019-08-24,DF,66.0,34,23,68.5,0.015,0.025,85,5,Arsenal,Manchester City,Premier-League,2019-2020,0
Robertson_Man_2,Premier-League_2019-2020_3,2019-08-24,DF,85.0,45,42,84.9,0.017,0.031,71,4,Arsenal,Manchester City,Premier-League,2019-2020,0
Saliba_Man_3,Premier-League_2019-2020_3,2019-08-24,DF,90.0,57,43,82.0,0.01,0.013,97,10,Arsenal,Manchester City,Premier-League,2019-2020,0
Theo Hernandez_Man_4,Premier-League_2019-2020_3,2019-08-24,DF,77.0,40,31,83.9,0.091,0.025,82,8,Arsenal,Manchester City,Premier-League,2019-2020,0
Modric_Man_5,Premier-League_2019-2020_3,2019-08-24,MF,76.0,26,27,88.2,0.018,0.129,52,3,Arsenal,Manchester City,Premier-League,2019-2020,0
Kroos_Man_6,Premier-League_2019-2020_3,2019-08-24,MF,80.0,36,23,84.2,0.262,0.046,51,3,Arsenal,Manchester City,Premier-League,2019-2020,0
Camavinga_Man_7,Premier-League_2019-2020_3,2019-08-24,MF,90.0,20,17,89.5,0.561,0.004,29,3,Arsenal,Manchester City,Premier-League,2019-2020,0
Osimhen_Man_8,Premier-League_2019-2020_3,2019-08-24,FW,83.0,34,25,70.1,0.096,0.001,48,4,Arsenal,Manchester City,Premier-League,2019-2020,0
Saka_Man_9,Premier-League_2019-2020_3,2019-08-24,FW,90.0,18,17,65.1,0.289,0.332,55,5,Arsenal,Manchester City,Premier-League,2019-2020,0
Haaland_Man_10,Premier-League_2019-2020_3,2019-08-24,FW,63.0,9,7,74.6,0.065,0.082,17,1,Arsenal,Manchester City,Premier-League,2019-2020,0
Casemiro_Man_11,Premier-League_2019-2020_3,2019-08-24,MF,34.0,16,12,73.4,0.147,0.032,34,3,Arsenal,Manchester City,Premier-League,2019-2020,0
Van Dijk_Man_13,Premier-League_2019-2020_3,2019-08-24,DF,34.0,19,13,78.5,0.002,0.066,32,4,Arsenal,Manchester City,Premier-League,2019-2020,0
Neuer_Ars_0,Premier-League_2019-2020_4,2019-08-27,GK,65.0,7,15,91.1,0.077,0.039,37,2,Arsenal,Manchester United,Premier-League,2019-2020,1
Stones_Ars_1,Premier-League_2019-2020_4,2019-08-27,DF,82.0,29,21,72.8,0.014,0.051,34,4,Arsenal,Manchester United,Premier-League,2019-2020,1
Stones_Ars_2,Premier-League_2019-2020_4,2019-08-27,DF,57.0,39,27,71.2,0.055,0.001,61,5,Arsenal,Manchester United,Premier-League,2019-2020,1
Gabriel_Ars_3,Premier-League_2019-2020_4,2019-08-27,DF,74.0,18,15,79.8,0.02,0.002,26,3,Arsenal,Manchester United,Premier-League,2019-2020,1
Dias_Ars_4,Premier-League_2019-2020_4,2019-08-27,DF,58.0,33,25,72.2,0.032,0.003,45,7,Arsenal,Manchester United,Premier-League,2019-2020,1
Rodri_Ars_5,Premier-League_2019-2020_4,2019-08-27,MF,67.0,37,30,87.5,0.051,0.16,66,7,Arsenal,Manchester United,Premier-League,2019-2020,1
Casemiro_Ars_6,Premier-League_2019-2020_4,2019-08-27,MF,56.0,27,23,84.6,0.247,0.0,71,5,Arsenal,Manchester United,Premier-League,2019-2020,1
Bruno Fernandes_Ars_7,Premier-League_2019-2020_4,2019-08-27,MF,61.0,40,24,71.5,0.098,0.145,61,8,Arsenal,Manchester United,Premier-League,2019-2020,1
Lewandowski_Ars_8,Premier-League_2019-2020_4,2019-08-27,FW,84.0,25,22,86.3,0.087,0.135,54,4,Arsenal,Manchester United,Premier-League,2019-2020,1
Haaland_Ars_9,Premier-League_2019-2020_4,2019-08-27,FW,88.0,21,16,79.0,0.108,0.347,39,2,Arsenal,Manchester United,Premier-League,2019-2020,1
Mbappe_Ars_10,Premier-League_2019-2020_4,2019-08-27,FW,63.0,22,17,89.5,0.348,0.022,46,2,Arsenal,Manchester United,Premier-League,2019-2020,1
Gavi_Ars_11,Premier-League_2019-2020_4,2019-08-27,MF,21.0,13,9,83.1,0.389,0.672,19,1,Arsenal,Manchester United,Premier-League,2019-2020,1
Rashford_Ars_12,Premier-League_2019-2020_4,2019-08-27,FW,14.0,5,3,71.6,0.115,0.022,9,1,Arsenal,Manchester United,Premier-League,2019-2020,1
Walker_Ars_13,Premier-League_2019-2020_4,2019-08-27,DF,25.0,14,10,78.2,0.139,0.001,24,2,Arsenal,Manchester United,Premier-League,2019-2020,1
Courtois_Man_0,Premier-League_2019-2020_4,2019-08-27,GK,69.0,16,21,80.9,0.028,0.02,40,4,Arsenal,Manchester United,Premier-League,2019-2020,0
Davies_Man_1,Premier-League_2019-2020_4,2019-08-27,DF,78.0,44,41,82.7,0.026,0.046,100,2,Arsenal,Manchester United,Premier-League,2019-2020,0
Ramos_Man_2,Premier-League_2019-2020_4,2019-08-27,DF,66.0,37,31,86.7,0.061,0.059,52,6,Arsenal,Manchester United,Premier-League,2019-2020,0
Theo Hernandez_Man_3,Premier-League_2019-2020_4,2019-08-27,DF,64.0,31,27,90.4,0.019,0.003,55,7,Arsenal,Manchester United,Premier-League,2019-2020,0
Cancelo_Man_4,Premier-League_2019-2020_4,2019-08-27,DF,56.0,35,27,95.0,0.01,0.124,47,3,Arsenal,Manchester United,Premier-League,2019-2020,0
Pedri_Man_5,Premier-League_2019-2020_4,2019-08-27,MF,65.0,31,20,92.7,0.304,0.099,38,2,Arsenal,Manchester United,Premier-League,2019-2020,0
Rodri_Man_6,Premier-League_2019-2020_4,2019-08-27,MF,72.0,31,25,89.4,0.136,0.086,54,6,Arsenal,Manchester United,Premier-League,2019-2020,0
Bellingham_Man_7,Premier-League_2019-2020_4,2019-08-27,MF,90.0,50,42,89.9,0.017,0.361,84,8,Arsenal,Manchester United,Premier-League,2019-2020,0
Lewandowski_Man_8,Premier-League_2019-2020_4,2019-08-27,FW,77.0,44,27,67.5,0.093,0.11,93,4,Arsenal,Manchester United,Premier-League,2019-2020,0
Griezmann_Man_9,Premier-League_2019-2020_4,2019-08-27,FW,75.0,23,22,89.1,0.037,0.333,34,2,Arsenal,Manchester United,Premier-League,2019-2020,0
Lautaro Martinez_Man_10,Premier-League_2019-2020_4,2019-08-27,FW,86.0,31,30,90.5,0.356,0.21,60,7,Arsenal,Manchester United,Premier-League,2019-2020,0
Rice_Man_11,Premier-League_2019-2020_4,2019-08-27,MF,20.0,6,5,85.0,0.37,0.031,13,0,Arsenal,Manchester United,Premier-League,2019-2020,0
Haaland_Man_12,Premier-League_2019-2020_4,2019-08-27,FW,36.0,10,10,83.4,0.024,0.333,18,1,Arsenal,Manchester United,Premier-League,2019-2020,0
Robertson_Man_13,Premier-League_2019-2020_4,2019-08-27,DF,28.0,13,11,79.7,0.059,0.059,27,2,Arsenal,Manchester United,Premier-League,2019-2020,0
Oblak_Ars_0,Premier-League_2019-2020_5,2019-08-30,GK,90.0,23,25,82.7,0.032,0.032,44,3,Arsenal,Tottenham,Premier-League,2019-2020,1
Saliba_Ars_1,Premier-League_2019-2020_5,2019-08-30,DF,85.0,40,38,73.2,0.003,0.118,93,10,Arsenal,Tottenham,Premier-League,2019-2020,1
Marquinhos_Ars_2,Premier-League_2019-2020_5,2019-08-30,DF,79.0,52,38,80.0,0.034,0.004,90,4,Arsenal,Tottenham,Premier-League,2019-2020,1
Ramos_Ars_3,Premier-League_2019-2020_5,2019-08-30,DF,66.0,22,19,83.2,0.027,0.02,42,4,Arsenal,Tottenham,Premier-League,2019-2020,1
Gabriel_Ars_4,Premier-League_2019-2020_5,2019-08-30,DF,84.0,46,42,95.0,0.035,0.039,84,1,Arsenal,Tottenham,Premier-League,2019-2020,1
Valverde_Ars_5,Premier-League_2019-2020_5,2019-08-30,MF,84.0,27,28,91.1,0.169,0.408,59,6,Arsenal,Tottenham,Premier-League,2019-2020,1
Modric_Ars_6,Premier-League_2019-2020_5,2019-08-30,MF,80.0,18,16,84.5,0.055,0.213,41,2,Arsenal,Tottenham,Premier-League,2019-2020,1
Odegaard_Ars_7,Premier-League_2019-2020_5,2019-08-30,MF,62.0,38,26,86.8,0.019,0.237,57,6,Arsenal,Tottenham,Premier-League,2019-2020,1
Salah_Ars_8,Premier-League_2019-2020_5,2019-08-30,FW,74.0,10,8,67.2,0.039,0.075,17,1,Arsenal,Tottenham,Premier-League,2019-2020,1
Kane_Ars_9,Premier-League_2019-2020_5,2019-08-30,FW,61.0,15,14,75.1,0.141,0.162,44,3,Arsenal,Tottenham,Premier-League,2019-2020,1
Mbappe_Ars_10,Premier-League_2019-2020_5,2019-08-30,FW,52.0,24,16,76.8,0.158,0.034,34,2,Arsenal,Tottenham,Premier-League,2019-2020,1
Haaland_Ars_12,Premier-League_2019-2020_5,2019-08-30,FW,18.0,6,5,73.9,0.122,0.339,12,1,Arsenal,Tottenham,Premier-League,2019-2020,1
White_Ars_13,Premier-League_2019-2020_5,2019-08-30,DF,26.0,12,9,81.0,0.001,0.102,26,2,Arsenal,Tottenham,Premier-League,2019-2020,1
Ederson_Tot_0,Premier-League_2019-2020_5,2019-08-30,GK,45.0,11,9,90.3,0.024,0.021,19,0,Arsenal,Tottenham,Premier-League,2019-2020,0
Hakimi_Tot_1,Premier-League_2019-2020_5,2019-08-30,DF,49.0,24,19,70.8,0.065,0.043,41,2,Arsenal,Tottenham,Premier-League,2019-2020,0
Marquinhos_Tot_2,Premier-League_2019-2020_5,2019-08-30,DF,82.0,36,32,95.0,0.006,0.154,58,3,Arsenal,Tottenham,Premier-League,2019-2020,0
Hakimi_Tot_3,Premier-League_2019-2020_5,2019-08-30,DF,76.0,39,28,82.7,0.015,0.018,43,7,Arsenal,Tottenham,Premier-League,2019-2020,0
Robertson_Tot_4,Premier-League_2019-2020_5,2019-08-30,DF,57.0,35,31,75.0,0.237,0.007,96,6,Arsenal,Tottenham,Premier-League,2019-2020,0
Kroos_Tot_5,Premier-League_2019-2020_5,2019-08-30,MF,88.0,44,43,89.7,0.09,0.069,76,6,Arsenal,Tottenham,Premier-League,2019-2020,0
Pedri_Tot_6,Premier-League_2019-2020_5,2019-08-30,MF,68.0,15,8,74.4,0.568,0.525,23,1,Arsenal,Tottenham,Premier-League,2019-2020,0
Pedri_Tot_7,Premier-League_2019-2020_5,2019-08-30,MF,71.0,27,25,95.0,0.075,0.009,58,4,Arsenal,Tottenham,Premier-League,2019-2020,0
Rashford_Tot_8,Premier-League_2019-2020_5,2019-08-30,FW,90.0,18,15,77.9,0.239,0.011,39,2,Arsenal,Tottenham,Premier-League,2019-2020,0
Son_Tot_9,Premier-League_2019-2020_5,2019-08-30,FW,87.0,35,34,90.0,0.569,0.118,58,8,Arsenal,Tottenham,Premier-League,2019-2020,0
Lewandowski_Tot_10,Premier-League_2019-2020_5,2019-08-30,FW,69.0,5,4,83.5,0.524,0.129,4,0,Arsenal,Tottenham,Premier-League,2019-2020,0
Odegaard_Tot_11,Premier-League_2019-2020_5,2019-08-30,MF,41.0,19,9,62.4,0.025,0.061,32,0,Arsenal,Tottenham,Premier-League,2019-2020,0
Son_Tot_12,Premier-League_2019-2020_5,2019-08-30,FW,28.0,7,4,70.9,0.497,0.106,14,0,Arsenal,Tottenham,Premier-League,2019-2020,0
Hakimi_Tot_13,Premier-League_2019-2020_5,2019-08-30,DF,27.0,13,9,76.3,0.018,0.214,24,2,Arsenal,Tottenham,Premier-League,2019-2020,0
Ter Stegen_Ars_0,Premier-League_2019-2020_6,2019-09-02,GK,71.0,27,20,86.5,0.004,0.032,51,5,Arsenal,Newcastle,Premier-League,2019-2020,1
Stones_Ars_1,Premier-League_2019-2020_6,2019-09-02,DF,90.0,41,37,90.6,0.009,0.103,71,4,Arsenal,Newcastle,Premier-League,2019-2020,1
Marquinhos_Ars_2,Premier-League_2019-2020_6,2019-09-02,DF,73.0,44,31,75.8,0.017,0.013,80,6,Arsenal,Newcastle,Premier-League,2019-2020,1
Theo Hernandez_Ars_3,Premier-League_2019-2020_6,2019-09-02,DF,66.0,36,33,89.1,0.021,0.008,72,7,Arsenal,Newcastle,Premier-League,2019-2020,1
Davies_Ars_4,Premier-League_2019-2020_6,2019-09-02,DF,50.0,13,10,77.4,0.075,0.031,25,3,Arsenal,Newcastle,Premier-League,2019-2020,1
Valverde_Ars_5,Premier-League_2019-2020_6,2019-09-02,MF,90.0,15,12,70.2,0.141,0.223,39,1,Arsenal,Newcastle,Premier-League,2019-2020,1
Rice_Ars_6,Premier-League_2019-2020_6,2019-09-02,MF,90.0,12,9,82.3,0.161,0.02,21,2,Arsenal,Newcastle,Premier-League,2019-2020,1
Bellingham_Ars_7,Premier-League_2019-2020_6,2019-09-02,MF,89.0,66,47,91.1,0.188,0.046,104,7,Arsenal,Newcastle,Premier-League,2019-2020,1
Haaland_Ars_8,Premier-League_2019-2020_6,2019-09-02,FW,75.0,5,3,71.6,0.078,0.134,6,0,Arsenal,Newcastle,Premier-League,2019-2020,1
Lautaro Martinez_Ars_9,Premier-League_2019-2020_6,2019-09-02,FW,90.0,33,20,72.5,0.407,0.152,62,5,Arsenal,Newcastle,Premier-League,2019-2020,1
Saka_Ars_10,Premier-League_2019-2020_6,2019-09-02,FW,61.0,15,11,75.6,0.286,0.128,29,2,Arsenal,Newcastle,Premier-League,2019-2020,1
Valverde_Ars_11,Premier-League_2019-2020_6,2019-09-02,MF,17.0,5,4,90.6,0.428,0.151,8,0,Arsenal,Newcastle,Premier-League,2019-2020,1
Rashford_Ars_12,Premier-League_2019-2020_6,2019-09-02,FW,45.0,12,9,78.6,0.063,0.061,21,1,Arsenal,Newcastle,Premier-League,2019-2020,1
Cancelo_Ars_13,Premier-League_2019-2020_6,2019-09-02,DF,12.0,7,6,92.6,0.217,0.02,12,1,Arsenal,Newcastle,Premier-League,2019-2020,1
Oblak_New_0,Premier-League_2019-2020_6,2019-09-02,GK,53.0,18,12,67.4,0.002,0.032,30,2,Arsenal,Newcastle,Premier-League,2019-2020,0
Walker_New_1,Premier-League_2019-2020_6,2019-09-02,DF,80.0,56,31,67.4,0.033,0.035,100,8,Arsenal,Newcastle,Premier-League,2019-2020,0
Hakimi_New_2,Premier-League_2019-2020_6,2019-09-02,DF,72.0,43,41,89.7,0.059,0.027,93,5,Arsenal,Newcastle,Premier-League,2019-2020,0
Walker_New_3,Premier-League_2019-2020_6,2019-09-02,DF,73.0,46,34,69.3,0.048,0.046,115,3,Arsenal,Newcastle,Premier-League,2019-2020,0
Dias_New_4,Premier-League_2019-2020_6,2019-09-02,DF,80.0,38,33,79.9,0.052,0.032,69,5,Arsenal,Newcastle,Premier-League,2019-2020,0
Bellingham_New_5,Premier-League_2019-2020_6,2019-09-02,MF,90.0,30,23,82.8,0.224,0.074,49,1,Arsenal,Newcastle,Premier-League,2019-2020,0
De Bruyne_New_6,Premier-League_2019-2020_6,2019-09-02,MF,56.0,27,14,72.1,0.013,0.031,41,3,Arsenal,Newcastle,Premier-League,2019-2020,0
Rice_New_7,Premier-League_2019-2020_6,2019-09-02,MF,58.0,21,18,81.2,0.06,0.702,46,4,Arsenal,Newcastle,Premier-League,2019-2020,0
Mbappe_New_8,Premier-League_2019-2020_6,2019-09-02,FW,81.0,23,17,86.0,0.29,0.117,34,1,Arsenal,Newcastle,Premier-League,2019-2020,0
Haaland_New_9,Premier-League_2019-2020_6,2019-09-02,FW,83.0,20,14,74.6,0.313,0.204,29,4,Arsenal,Newcastle,Premier-League,2019-2020,0
Haaland_New_10,Premier-League_2019-2020_6,2019-09-02,FW,88.0,14,17,88.3,0.288,0.2,28,1,Arsenal,Newcastle,Premier-League,2019-2020,0
Casemiro_New_11,Premier-League_2019-2020_6,2019-09-02,MF,41.0,23,17,87.0,0.124,0.104,37,4,Arsenal,Newcastle,Premier-League,2019-2020,0
Lautaro Martinez_New_12,Premier-League_2019-2020_6,2019-09-02,FW,15.0,5,4,89.5,0.14,0.296,8,0,Arsenal,Newcastle,Premier-League,2019-2020,0
